chrom	length	bases	mean	min	max
NW_026511168.1	50421	244569	4.85	0	175
NW_026511169.1	47145	162167	3.44	0	23
NW_026511170.1	20211	106004	5.24	0	36
NW_026511171.1	72755	132677	1.82	0	16
NW_026511172.1	122516	317093	2.59	0	56
NW_026511173.1	53800	167285	3.11	0	27
NW_026511174.1	27583	101150	3.67	0	51
NW_026511175.1	136895	265053	1.94	0	22
NW_026511176.1	57008	61421	1.08	0	15
NW_026511177.1	42695	123070	2.88	0	15
NW_026511178.1	55007	128756	2.34	0	23
NW_026511179.1	25877	102975	3.98	0	16
NW_026511180.1	26134	41389	1.58	0	9
NW_026511181.1	112352	214465	1.91	0	17
NW_026511182.1	73286	165529	2.26	0	13
NW_026511183.1	42560	79027	1.86	0	10
NW_026511184.1	40652	120383	2.96	0	41
NW_026511185.1	52437	296262	5.65	0	111
NW_026511186.1	63108	98195	1.56	0	15
NW_026511187.1	52206	66440	1.27	0	11
NW_026511188.1	25905	79632	3.07	0	17
NW_026511189.1	58780	138178	2.35	0	10
NW_026511190.1	46321	78383	1.69	0	67
NW_026511191.1	22507	279473	12.42	0	1314
NW_026511192.1	61134	83328	1.36	0	13
NW_026511193.1	152987	557943	3.65	0	23
NW_026511194.1	114232	324305	2.84	0	17
NW_026511195.1	71956	212875	2.96	0	35
NW_026511196.1	44446	162692	3.66	0	18
NW_026511197.1	12958	18783	1.45	0	8
NW_026511198.1	132177	290999	2.20	0	64
NW_026511199.1	41175	107755	2.62	0	11
NW_026511200.1	222825	570346	2.56	0	23
NW_026511201.1	32960	115858	3.52	0	12
NW_026511202.1	48126	208972	4.34	0	24
NW_026511203.1	50570	100809	1.99	0	11
NW_026511204.1	453183	1224066	2.70	0	21
NW_026511205.1	38990	136869	3.51	0	18
NW_026511206.1	36009	224014	6.22	0	45
NW_026511207.1	56999	130668	2.29	0	53
NW_026511208.1	198052	317469	1.60	0	19
NW_026511209.1	2741	5021	1.83	0	11
NW_026511210.1	327986	673189	2.05	0	25
NW_026511211.1	203366	1178376	5.79	0	167
NW_026511212.1	46685	134482	2.88	0	16
NW_026511213.1	150648	306498	2.03	0	14
NW_026511214.1	13195	47427	3.59	0	16
NW_026511215.1	42740	159630	3.73	0	60
NW_026511216.1	43993	166008	3.77	0	19
NW_026511217.1	20567	91494	4.45	0	148
NW_026511218.1	70728	115249	1.63	0	14
NW_026511219.1	59503	103746	1.74	0	13
NW_026511220.1	139956	290533	2.08	0	170
NW_026511221.1	43228	108616	2.51	0	15
NW_026511222.1	115773	176133	1.52	0	13
NW_026511223.1	63457	150653	2.37	0	15
NW_026511224.1	177726	436784	2.46	0	226
NW_026511225.1	113218	235784	2.08	0	15
NW_026511226.1	70966	236162	3.33	0	40
NW_026511227.1	139217	289663	2.08	0	22
NW_026511228.1	108302	163910	1.51	0	36
NW_026511229.1	160348	299439	1.87	0	16
NW_026511230.1	58610	203442	3.47	0	20
NW_026511231.1	35542	71504	2.01	0	11
NW_026511232.1	33909	104888	3.09	0	13
NW_026511233.1	38306	197155	5.15	0	63
NW_026511234.1	137710	355718	2.58	0	20
NW_026511235.1	50345	174083	3.46	0	25
NW_026511236.1	25271	27008	1.07	0	7
NW_026511237.1	23706	74274	3.13	0	14
NW_026511238.1	26800	80124	2.99	0	19
NW_026511239.1	25162	132217	5.25	0	25
NW_026511240.1	35197	120703	3.43	0	18
NW_026511241.1	157465	341018	2.17	0	18
NW_026511242.1	56419	241718	4.28	0	38
NW_026511243.1	233658	556386	2.38	0	47
NW_026511244.1	26909	110066	4.09	0	26
NW_026511245.1	49965	90038	1.80	0	13
NW_026511246.1	36267	53946	1.49	0	14
NW_026511247.1	122662	169751	1.38	0	33
NW_026511248.1	596214	2025951	3.40	0	22
NW_026511249.1	161382	697463	4.32	0	214
NW_026511250.1	4124	3521	0.85	0	9
NW_026511251.1	146719	276247	1.88	0	14
NW_026511252.1	26797	180489	6.74	0	143
NW_026511253.1	96701	205403	2.12	0	17
NW_026511254.1	45423	143970	3.17	0	16
NW_026511255.1	279562	496057	1.77	0	24
NW_026511256.1	48554	96483	1.99	0	15
NW_026511257.1	20414	73536	3.60	0	14
NW_026511258.1	372806	2081253	5.58	0	276
NW_026511259.1	30600	108246	3.54	0	19
NW_026511260.1	74294	202075	2.72	0	18
NW_026511261.1	26589	96186	3.62	0	14
NW_026511262.1	52886	91842	1.74	0	11
NW_026511263.1	41121	110461	2.69	0	17
NW_026511264.1	57231	113176	1.98	0	12
NW_026511265.1	44855	226197	5.04	0	50
NW_026511266.1	506897	3469702	6.84	0	310
NW_026511267.1	52884	67324	1.27	0	7
NW_026511268.1	355071	474831	1.34	0	17
NW_026511269.1	92883	160837	1.73	0	17
NW_026511270.1	46973	210720	4.49	0	26
